# f, tau
2.502962028981828837e+02 5.844181723928850047e+00
2.611190174836638107e+02 3.975996945837559249e+00
2.613860224565390808e+02 5.495743609532655505e+00
2.569602031868943186e+02 3.885837631810969306e+00
2.525251303387484541e+02 4.257190271700846296e+00
2.595632652814441599e+02 3.885163062909314569e+00
2.552496767505539879e+02 3.760681771929163197e+00
2.542441966745427919e+02 5.784174127016332712e+00
2.545934722594615494e+02 4.348769019264275393e+00
2.627108995174593247e+02 5.571524347235705221e+00
2.622296630397391368e+02 4.563717614568134628e+00
2.478272226409265784e+02 4.879384164568527638e+00
2.571195398566177346e+02 4.919708988631022351e+00
2.554931951328647415e+02 4.439159455654977826e+00
2.541706514215365189e+02 4.995551838088470475e+00
2.563988183160577705e+02 5.341097984426435907e+00
2.559796247665412068e+02 4.653449383318756460e+00
2.683119128460658089e+02 4.692315123615242278e+00
2.587817195292966517e+02 4.281686020647936353e+00
2.532858948856749066e+02 5.547205142059338456e+00
2.568436002544841585e+02 4.648129918790794513e+00
2.648214353333947884e+02 7.359982752052054877e+00
2.583660299716327700e+02 6.419551415643391934e+00
2.411811273546228733e+02 4.642427935600389688e+00
2.490020567073104019e+02 5.353922491456975408e+00
2.508629169400034300e+02 5.375240347904643556e+00
2.440925266928923349e+02 4.649331193262099760e+00
2.650008714319303067e+02 4.479584399647580817e+00
2.486470829629808748e+02 4.978131480686592170e+00
2.620223889144384657e+02 4.328713569474295753e+00
2.573160498809894534e+02 6.414402790465280724e+00
2.533001270712196344e+02 5.085300731743409131e+00
2.473317379907001055e+02 4.680857603105408771e+00
2.518635709791806789e+02 3.498960462467867849e+00
2.602872835446067938e+02 5.172461708491465693e+00
2.560453178006505937e+02 3.924069450724952723e+00
2.574684857780765697e+02 4.451508968279634715e+00
2.503235288783091050e+02 5.166284006126328876e+00
2.608199349838992589e+02 4.294261039464644547e+00
2.515723210523028968e+02 4.173656313236047133e+00
2.564296064374090065e+02 6.580012779622145480e+00
2.514507987691640949e+02 5.136365983740345698e+00
2.649952594202682121e+02 5.487528171669172394e+00
2.568701451534691955e+02 4.791832327353052534e+00
2.521118869126751747e+02 4.068016462795897681e+00
2.582266590747876194e+02 3.702299153505226759e+00
2.522460541591646859e+02 4.434091535666412121e+00
2.507461654070431507e+02 4.185739996841569166e+00
2.600504790611388444e+02 4.032550340090805818e+00
2.506897970677139256e+02 4.493435017456031133e+00
2.637635801482409192e+02 3.996542072874350371e+00
2.507187573303431805e+02 6.039814945253598744e+00
2.552962260410676834e+02 4.771432864375660721e+00
2.398058096229725322e+02 4.950792749980082341e+00
2.543474543456364927e+02 4.821163845792934666e+00
2.555753306712814776e+02 5.011085895407880741e+00
2.585740540607640128e+02 4.557172205309309554e+00
2.590569407223854341e+02 4.872037293986368311e+00
2.607809205958545817e+02 5.313638712426295818e+00
2.661415257212072447e+02 4.790355373402045203e+00
2.488878993926824137e+02 4.848644971872082543e+00
2.579295253884757244e+02 5.425383487472984712e+00
2.535298354575859321e+02 5.279771298373916011e+00
2.538736125288808410e+02 4.636678979432097947e+00
2.623096759505983187e+02 4.304870047688716284e+00
3.004599508723352983e+02 4.159731023699143826e+00
2.663729578096393311e+02 4.262656555712336370e+00
2.607147141069444842e+02 3.892533662009955542e+00
2.679670138565596176e+02 4.045668298402087082e+00
2.612376263306099986e+02 4.531208798660344428e+00
2.446810132594321203e+02 6.149258545772268825e+00
2.504450673924070827e+02 4.653070042075842849e+00
2.582296557472733980e+02 4.350509514113531040e+00
2.410118475478320761e+02 4.443078690681999454e+00
2.526588548072957110e+02 4.492479144440060246e+00
2.455588803438676564e+02 3.998188333782151105e+00
2.594771769708083298e+02 5.186425286567443393e+00
2.591634007524954768e+02 4.926485234253544121e+00
2.650441105668525097e+02 4.324934490439510171e+00
2.619630984767820223e+02 3.933655182052545385e+00
2.530739238369416739e+02 4.280163672251018347e+00
2.699694865542185767e+02 4.282907648942374301e+00
2.572341681096704633e+02 3.716170882175964252e+00
2.559186791193166073e+02 5.258610683563559540e+00
2.635313384251101070e+02 4.839462380778619455e+00
2.587847322010718472e+02 4.895425889254699570e+00
2.639026688062419339e+02 4.017087248287777967e+00
2.650985612948887820e+02 4.633279287716555395e+00
2.560146893269947554e+02 5.018744162046560042e+00
2.553401741496764146e+02 5.351947511744068464e+00
2.531626227541191554e+02 4.085298014120234633e+00
2.425209518418562595e+02 4.317648356905962714e+00
2.567076673307439023e+02 4.331691803695617793e+00
2.609509798135317169e+02 3.290100737789108720e+00
2.589503234370033624e+02 5.608153962498398926e+00
2.699134424161390484e+02 3.649571553585317485e+00
2.583785536452603537e+02 5.085389232787472125e+00
2.624513782121053964e+02 3.517822089102284444e+00
2.573339572212738062e+02 4.926175652015926332e+00
2.512257868889174404e+02 4.149781361908106092e+00
2.721493563836100407e+02 4.484044312646491726e+00
2.634725189619758794e+02 4.017520369490417131e+00
2.553611773686244533e+02 4.684774902636708482e+00
2.586416647864471656e+02 5.379802921954501826e+00
2.511622136122979327e+02 4.836987320720449013e+00
2.555774395313350169e+02 4.122487494787918649e+00
2.693547693626783257e+02 4.028222121848171966e+00
2.548729793816736162e+02 5.283585917076016436e+00
2.605741936045754983e+02 4.495845908058582197e+00
2.619673297631604783e+02 4.819756517091929204e+00
2.730435983265504660e+02 4.106300578247147115e+00
2.612835218142455460e+02 5.182992437578453959e+00
2.372917585771753579e+02 4.835136025332699816e+00
2.348729291634579113e+02 3.348542184480745032e+00
2.511682735287620574e+02 4.298922400122297205e+00
2.508655698911434797e+02 5.063060686590943327e+00
2.572540556611207876e+02 3.922828216995986050e+00
2.634642994234458797e+02 4.412045879083210664e+00
2.633152385110532236e+02 5.401279058790864340e+00
2.437794585795996625e+02 5.131693271753502650e+00
2.631915507364869313e+02 3.882812807761992335e+00
2.659162366094180356e+02 5.123344917885373384e+00
2.562264011069828484e+02 4.627313973722348095e+00
2.649930944782373672e+02 5.531594499905569506e+00
2.640606428530766721e+02 4.475320839868222045e+00
2.686295219874600662e+02 4.724676358903667328e+00
2.611765188715319823e+02 4.226686501947101604e+00
2.600252655294698343e+02 4.744121250552070457e+00
2.546828744527732340e+02 4.712469162086779129e+00
2.496863586507471950e+02 4.534980235120432468e+00
2.638006234598645960e+02 4.279751694873413115e+00
2.510719320973266804e+02 3.894098211876354299e+00
2.661738767614709218e+02 4.282656258738235522e+00
2.577647203638886140e+02 4.671961191765550581e+00
2.643749085366135887e+02 4.884178989046302100e+00
2.540546833575378116e+02 4.214750158625441223e+00
2.521749213891738464e+02 4.262145072399832202e+00
2.577791783047740637e+02 4.299842350379744715e+00
2.668741760352967276e+02 5.097461458844994908e+00
2.504542252175983492e+02 5.400161622061671274e+00
2.487581778516573365e+02 4.031861284456527805e+00
2.647811553529233493e+02 4.298976336726053837e+00
2.525821407986087195e+02 4.276356144611809462e+00
2.652795030762093802e+02 4.214017703149034233e+00
2.512423982383632222e+02 5.120008824934529912e+00
2.525050011604907354e+02 5.013998258068124159e+00
2.565955661402270493e+02 5.177138083947530944e+00
2.539326966676278801e+02 5.176068836689463382e+00
2.481386277655002743e+02 4.606483906871741141e+00
2.581257406693489429e+02 4.627028991078850240e+00
2.682303094747618388e+02 4.963635902877814310e+00
2.674467197370745453e+02 5.240054271527847085e+00
2.652334906508285144e+02 4.188736054010667509e+00
2.640942104415620975e+02 4.458758313516895555e+00
2.669012880288951237e+02 3.903838483034651308e+00
2.682766187672060028e+02 4.011682724571848269e+00
2.564023184276219922e+02 4.177083661932803338e+00
2.630941298692112014e+02 4.435274051625143876e+00
2.575239161428058878e+02 4.777587541333833343e+00
2.582711517852384304e+02 4.884231465984624876e+00
2.516437834124623407e+02 3.964237413822382372e+00
2.557450894056964614e+02 4.682761747959618859e+00
2.630585579000927510e+02 5.033403124197426415e+00
2.540451635855025074e+02 3.992060677875177266e+00
2.573503501239202365e+02 4.700640132695338202e+00
2.611210088088632801e+02 3.741495361693182087e+00
2.724568169006741982e+02 4.349520441431206308e+00
2.610410995640868919e+02 3.901615839628704840e+00
2.581032366162854714e+02 3.349182230790713088e+00
2.585441512618376123e+02 5.934355380056939744e+00
2.569943377190577962e+02 5.266686772276744755e+00
2.599698394026156052e+02 4.946333277411534723e+00
2.544489362763127644e+02 4.601728705575898637e+00
2.576657296571049187e+02 4.031763568867519965e+00
2.544220447448326752e+02 3.955162178046673027e+00
2.616319058421000818e+02 4.701753525734668315e+00
2.471658756595626016e+02 4.349347272592093638e+00
2.560168141572351601e+02 5.139217826451710991e+00
2.526773131656929081e+02 4.656280251923169189e+00
2.481391909317007958e+02 5.703161982055502399e+00
2.470565378515467216e+02 5.054251053304172459e+00
2.552247359283147148e+02 4.679910171437573041e+00
2.507369801152322850e+02 5.082409991406442451e+00
2.514935142476795704e+02 4.241756176476053852e+00
2.651530525406150218e+02 4.794951973233238185e+00
2.572332906806933011e+02 4.656573833319619382e+00
2.534934955619227424e+02 5.134734219957820756e+00
2.572722507491558304e+02 3.775411389956045749e+00
2.544794256617661290e+02 5.387201609137314939e+00
2.517437449327004515e+02 4.716137881055296965e+00
2.530330234920899954e+02 4.671865626044897191e+00
2.532497123113230373e+02 4.831526961575068668e+00
2.588034512898568096e+02 2.858068461078577815e+00
2.525711344324726042e+02 4.682638435710226865e+00
2.638806939268646374e+02 5.128951832555395995e+00
2.549877711902376234e+02 5.033555788843234957e+00
2.563628375157150003e+02 5.242218574387413454e+00
2.596718413958037104e+02 3.709978648547389568e+00
2.523673586706685796e+02 4.135062003883614778e+00
2.612586202159599793e+02 4.566952800964338977e+00
2.656684747380859335e+02 4.247658020011871649e+00
2.552663625527527245e+02 5.303384474255703473e+00
2.344354638162247397e+02 3.678355902563352320e+00
2.627849093294816498e+02 5.278353594969139806e+00
2.465902018525086703e+02 4.332655914325699520e+00
2.629315501711242291e+02 4.004764191673097606e+00
2.683936135187052514e+02 4.250736830688021328e+00
2.552304464909492765e+02 4.365272809692832823e+00
2.650005228016252659e+02 4.753186419618267600e+00
2.733166332149639857e+02 5.159141723788298606e+00
2.544968140910745547e+02 4.712113625047098964e+00
2.791902821820962117e+02 3.564941639664943374e+00
3.044747220347280745e+02 3.702378953530015337e+00
2.554815218090377584e+02 4.543934168438775068e+00
3.054623272403504188e+02 3.159895555182128390e+00
2.740692267345856976e+02 4.207253182277134407e+00
2.670596044880155091e+02 3.860255356973004925e+00
2.610189043119882513e+02 3.839909457073307664e+00
2.428321256774795245e+02 4.255617239292621257e+00
2.499304334440959963e+02 4.114372929247191557e+00
2.519490923451090509e+02 4.673214943527270293e+00
2.676334928016393633e+02 4.428254149169812415e+00
2.520829627821844383e+02 4.104274948508056298e+00
2.594507901378540851e+02 3.681697274414824861e+00
2.519807347080244710e+02 5.167741094078878383e+00
2.497490197075634342e+02 5.446023446070610063e+00
2.603625505152795085e+02 3.617794927800057181e+00
2.669776885135264592e+02 3.443015206285328311e+00
2.599796979959429564e+02 3.952541892551372449e+00
2.616830303272155334e+02 4.265219643424597251e+00
2.518193331697922588e+02 4.140493946041924112e+00
2.507150827806900111e+02 3.462457625077818513e+00
2.663361405655965086e+02 4.403081199760213948e+00
2.679993048376429670e+02 4.391573042555117823e+00
2.668291400406337743e+02 4.338561995648503533e+00
2.675771712880915061e+02 4.172908301659992603e+00
2.590077270464671528e+02 5.843245225916171570e+00
2.535061252005178005e+02 4.121914949621458213e+00
2.490331825481426620e+02 4.306378669785980939e+00
2.402104671969834158e+02 4.001610675011423979e+00
2.536347427918133803e+02 5.012523183867396703e+00
2.494314483801355209e+02 4.793521771337700521e+00
2.429328763929694048e+02 5.309864516924652555e+00
2.410897462293338549e+02 3.653697502846258605e+00
2.457959307774816580e+02 4.610322867633005472e+00
2.566964536724809705e+02 5.281364698777684552e+00
2.547939997630962239e+02 4.647734774221013332e+00
2.405818539221694436e+02 4.907224614021314046e+00
2.603604579271409420e+02 4.838093731315639801e+00
2.632565760547356604e+02 3.792709508287626097e+00
2.580570616836603790e+02 4.182224203199870871e+00
2.774626545155589952e+02 3.961830861409889160e+00
2.570773704269107611e+02 3.905037410066376946e+00
2.649034162324483646e+02 4.382755308365023694e+00
2.535166767526313265e+02 4.451331575774183591e+00
2.589363173555925641e+02 5.433284206815820028e+00
2.556737402475067142e+02 3.878918730366587297e+00
2.470928524099012975e+02 5.016428939609885340e+00
2.540671011957316807e+02 4.406913308495076897e+00
2.558543266213848710e+02 5.347174729169602792e+00
2.639380057090953642e+02 5.034687624026142672e+00
2.441649057473904634e+02 4.128917607982561577e+00
2.501711060468169308e+02 4.602538011259990292e+00
2.577009935808749788e+02 4.739862337687507754e+00
2.515651349685482785e+02 4.416233826150916641e+00
2.407009569762103922e+02 4.953172796307066861e+00
2.499348188584947366e+02 4.520168083001689929e+00
2.592908295303807336e+02 4.377933528458314072e+00
2.540335576481741668e+02 4.982728057709519653e+00
2.486071077759839056e+02 5.274256429999141460e+00
2.630341112498801408e+02 4.789436656109335111e+00
2.565197422383507728e+02 4.569420664659228137e+00
2.550187212237930794e+02 5.082111283781176603e+00
3.079990372067323960e+02 4.244838311925145824e+00
2.576130754099235673e+02 4.657327795309851304e+00
2.402470262741658473e+02 3.782889799370170891e+00
2.445570735848129686e+02 4.045344447324505488e+00
2.567143860973135929e+02 4.616389825671279645e+00
2.550702990257438216e+02 3.957819414198669783e+00
2.428029644613407925e+02 5.360608225131306526e+00
2.446129374738244167e+02 4.637387450192528071e+00
2.515077777182515320e+02 4.415439118984199496e+00
2.787991619013453146e+02 3.577097290770919980e+00
2.656235835080374272e+02 4.979119871362385652e+00
2.537616692190002539e+02 4.961282637694821140e+00
2.388787079877295128e+02 5.450939052867378010e+00
2.799511607971817284e+02 4.074314602628764881e+00
2.599495645141407181e+02 3.971722029998776549e+00
2.698589560977865176e+02 4.092000220087166795e+00
2.660203729575184184e+02 4.488963491749147217e+00
2.549512509409421455e+02 4.574959013581543665e+00
2.701880479854444843e+02 4.752232886322699024e+00
2.807180438767460942e+02 3.635959083556943305e+00
2.476683541040940781e+02 6.015160563271312988e+00
2.754522595972224508e+02 4.344077635986637986e+00
2.567439223665483610e+02 4.813979891493888275e+00
2.592056934569941404e+02 4.074934125074546110e+00
2.495252949521556616e+02 4.582710778384130990e+00
2.684963423932612727e+02 4.986274675095672571e+00
2.700349028712341237e+02 4.717164537439657579e+00
2.506689777490527717e+02 4.549550960329257876e+00
2.626184393352649522e+02 4.154304467221663799e+00
2.596398871910559478e+02 4.272409844636364973e+00
2.519204881177712991e+02 5.087388604389879276e+00
2.531430327146920547e+02 3.528005837179541082e+00
2.465812991744874125e+02 5.577216773990106624e+00
2.601531801639968648e+02 4.732926820817271896e+00
2.626382038705058335e+02 4.137629502266826798e+00
2.557813489337853525e+02 4.885704487188000655e+00
2.445385357354894609e+02 5.583367745510289026e+00
2.534856959559968743e+02 4.244578409258999763e+00
2.496017787792376339e+02 4.192649424252410384e+00
2.613292949079038294e+02 4.460199360302779859e+00
2.465487199212263647e+02 5.511544747627081797e+00
2.685188727523864145e+02 4.369422426990404951e+00
2.497643606305111916e+02 4.082358907539924253e+00
2.643577260188208129e+02 4.575592595661013284e+00
2.486456740185858507e+02 4.753378865095813310e+00
2.603106085383753339e+02 3.807857368766155659e+00
2.635432550525524675e+02 4.152407413664209734e+00
2.728102667581135279e+02 3.791219264444081638e+00
2.460921553346626638e+02 4.557001599444754802e+00
2.610206060567217605e+02 3.791989313408949958e+00
2.595616248279719116e+02 3.953855152848327670e+00
2.523172747367726743e+02 4.685753370522635741e+00
2.683425145000718999e+02 4.096874061654701471e+00
2.581497937151142992e+02 4.651148664837982061e+00
2.693167427716354041e+02 4.242042486976603577e+00
2.731608554814914669e+02 4.676507740474859176e+00
2.551862879597196638e+02 4.876693866145576983e+00
2.593012550135335346e+02 4.570132971552718359e+00
2.571789684623796006e+02 5.002062244633882493e+00
2.434972748921211974e+02 5.188613154823052298e+00
2.521375687731238031e+02 4.149962272836331678e+00
2.690476912365523958e+02 4.260505494495358647e+00
2.652745573024902228e+02 5.491517125954907819e+00
2.585458312610261373e+02 3.839058232692332595e+00
2.621310721382477595e+02 3.678756740341647458e+00
2.750128267214836910e+02 3.569192574135835461e+00
2.545974083361166720e+02 4.537377010221622875e+00
2.669997601788493853e+02 4.453424337506845632e+00
2.500248388264576818e+02 3.972795739364909817e+00
2.652058488385032433e+02 3.960432924587440340e+00
2.690749130350375253e+02 4.649056002451021463e+00
2.501436301741877628e+02 5.101686777262981920e+00
2.714344628362025560e+02 3.686834052718094945e+00
2.772604450553513971e+02 4.367080857643328429e+00
2.523200095576456192e+02 4.465139608064334631e+00
2.589275196378586656e+02 4.494411712402001768e+00
2.648742627001446408e+02 4.475129332026203777e+00
2.506630845786482098e+02 3.998188230871285498e+00
2.564687270080551684e+02 4.572301946898729597e+00
2.554633728984411789e+02 5.282672692789731173e+00
2.367099908128091954e+02 4.066939399519556630e+00
2.525160270722947757e+02 4.691917804287476734e+00
2.546648461040174141e+02 4.364126739664591526e+00
2.592681972797662411e+02 4.572785387355819076e+00
2.518239205562668985e+02 4.808598660902496214e+00
2.552412792786441571e+02 4.789623885527054092e+00
2.496400862120839008e+02 5.027059341528154590e+00
2.577702090618004149e+02 5.232076084147356809e+00
2.596902279521550554e+02 4.267782024204888280e+00
2.591013579373223479e+02 4.179412888176439189e+00
2.600203326013024707e+02 4.699018226651049623e+00
2.651666740166527916e+02 4.841325992476662066e+00
2.444334838050000940e+02 4.592590578567754989e+00
2.636974878982570658e+02 4.056864888913303879e+00
2.606173012535707585e+02 4.498411803591217506e+00
2.427781171074373674e+02 5.049875819525103005e+00
2.564295242774029475e+02 4.899856799991420431e+00
2.532192613099856544e+02 4.772935352989367885e+00
2.525235539023277340e+02 5.058745635496907589e+00
2.543908322359417866e+02 4.540543847847329673e+00
2.514018036882003173e+02 4.855301816979398666e+00
2.487709446399387900e+02 5.147255704626757300e+00
2.562237091458546274e+02 3.169871779784787957e+00
2.535910525463338843e+02 3.880188650802747219e+00
2.517780243706963290e+02 5.437777580462139326e+00
2.550679536241619587e+02 4.354962330101566081e+00
2.546002313859117692e+02 4.875889047609257787e+00
2.817806011271096054e+02 3.957116606486645871e+00
2.535398942081088762e+02 3.946591053358251333e+00
2.731548425257016106e+02 4.071475363279147608e+00
2.677134450395714680e+02 4.371253363874402886e+00
2.605222309340782658e+02 4.360728247395083024e+00
2.588159935585848075e+02 4.054725826295240587e+00
2.598472369197539251e+02 5.828014723294202781e+00
2.638403272643530499e+02 5.051677568133566609e+00
2.539385692678581279e+02 4.381824215943090906e+00
2.509910793079158111e+02 3.147717476384364943e+00
2.490519137639169855e+02 4.698844535136234235e+00
2.415199178311026458e+02 5.569083296544175887e+00
2.517226314483447425e+02 4.886589831265397699e+00
2.653246267295764369e+02 3.959472936367687712e+00
2.597141298433767247e+02 4.550016472612524510e+00
2.429113402986991730e+02 4.037053013477946095e+00
2.555700973253366328e+02 4.889112074742463676e+00
2.638541297242853148e+02 3.854490686174909531e+00
2.620046079108967660e+02 4.404318125311371013e+00
2.788329914125268374e+02 3.246226202522748405e+00
2.537509265720283622e+02 3.741568127263714683e+00
2.605421568707316169e+02 3.858416459309154334e+00
2.546061228302231143e+02 4.464127763589761599e+00
2.719007939467228425e+02 4.280455936588674959e+00
2.764162725931405475e+02 4.314216013373525449e+00
2.598766244508685190e+02 3.910103187898305244e+00
2.590954485131438219e+02 5.777072984649396226e+00
2.565607905598976686e+02 5.981593540009304988e+00
2.607236153829704790e+02 4.696152565780233878e+00
2.684910629850606369e+02 4.168543923337574064e+00
2.558141980719683204e+02 5.380009900580112081e+00
2.484774585397935311e+02 5.306403602941642816e+00
2.606460733981060116e+02 4.325943164248827522e+00
2.617622832127758556e+02 4.064643022627515201e+00
2.630188235045373517e+02 5.725778566890420862e+00
2.645286732675000962e+02 3.873650806401812474e+00
2.545971072577624170e+02 5.054237883656828245e+00
2.601327775089139323e+02 4.336236311042035219e+00
2.621394997477078164e+02 4.857238689205670035e+00
2.534549344398524511e+02 5.347223540117315821e+00
2.507430035031655393e+02 5.621868119837622579e+00
2.597046605516652562e+02 4.983885175015476676e+00
2.508639358097059073e+02 5.165952628293112525e+00
2.631306484211943371e+02 3.778159424367852459e+00
2.658208554763430129e+02 3.754065905303758388e+00
2.640251588088115682e+02 3.771180455569445922e+00
2.603170864584907349e+02 4.913609560751314831e+00
2.569974428601341856e+02 4.462267675454600457e+00
2.554396403751257481e+02 3.959417256122022888e+00
2.646435090849394101e+02 3.852651159570169348e+00
2.583840591602792642e+02 4.697471641228194272e+00
2.694303571948178160e+02 3.585075543031420953e+00
2.562549517468449949e+02 4.182167625055762450e+00
2.602597010557510089e+02 4.476400910984155601e+00
2.591685041419945605e+02 5.052213385873417728e+00
2.618085403171838266e+02 4.491757812773189862e+00
2.536346696103312581e+02 3.818745357350168401e+00
2.633361401604610705e+02 4.470569044823162308e+00
2.613250076460060995e+02 4.483561163054579524e+00
2.547915846709963148e+02 5.337784163304782226e+00
2.558822613450451797e+02 4.420139127363995613e+00
2.464210186768774520e+02 4.824601298779682246e+00
2.785524794395481649e+02 3.253463934260129253e+00
2.626905079126058240e+02 4.836208472780627154e+00
2.535286187424745776e+02 3.916556570829004436e+00
2.635035279970459783e+02 4.983764506654392967e+00
2.517659071040848744e+02 5.645809095542835720e+00
2.673127700969253624e+02 4.656961225884345801e+00
2.905693979875144919e+02 5.602648770705608072e+00
2.622351915117420731e+02 3.758058012455928854e+00
2.606090700626277226e+02 4.516440877783845842e+00
2.503052511062777512e+02 4.114512488632486864e+00
2.415323491297008900e+02 4.673152430484010189e+00
2.727050727748464283e+02 3.256946256552568197e+00
2.863225962609858470e+02 3.229425663301996874e+00
2.596947967044706616e+02 4.460073006127432294e+00
2.596589480433045765e+02 4.230229591208158446e+00
2.536262963553156169e+02 4.787661191079234158e+00
2.496287632426960101e+02 4.785063743937215008e+00
2.589295730254953583e+02 3.103067958270917082e+00
2.527425523346475416e+02 5.620764903522292855e+00
2.636898390758212827e+02 3.985998093736926151e+00
2.764827502254305500e+02 3.801709298957973271e+00
2.585285893937649462e+02 5.603094189448506235e+00
2.593480977694529770e+02 4.710280632320097638e+00
2.493534434379172069e+02 4.630682267309120803e+00
2.652387944384058187e+02 4.969415499601347541e+00
2.759099777836811995e+02 4.082275227799081030e+00
2.719150053006214307e+02 3.753405781619834514e+00
2.492406437166773401e+02 4.553552559001921907e+00
2.555736351476602692e+02 4.007017574655346692e+00
2.586662498575052496e+02 4.497316102432007412e+00
2.417430673962825267e+02 5.110080868292683043e+00
2.467603636119887653e+02 4.971807531938029712e+00
2.512608397707530230e+02 3.960162993908486584e+00
2.547151904735807477e+02 4.847242837763888090e+00
2.369548182067539699e+02 4.749300392439315566e+00
2.522078674218491301e+02 4.503335044612837734e+00
2.776268118173132962e+02 4.055969755437253355e+00
2.591386174605057704e+02 3.749302467904950475e+00
2.785881220784279435e+02 4.638204577687414343e+00
2.514286533190551722e+02 4.992932699701245980e+00
2.528318455430738823e+02 4.439547360779942053e+00
2.556624454839905809e+02 4.988183877433535862e+00
2.470143246791461138e+02 4.848453401810640884e+00
2.532190293670280994e+02 4.887740660846159990e+00
2.396398465037557912e+02 5.616122546920101044e+00
2.570401082469730909e+02 4.224519394975835063e+00
2.538440548449933658e+02 3.999515981032182754e+00
2.574734196774708153e+02 4.218277687308383150e+00
2.477454649345869768e+02 4.428013607963067422e+00
2.492793047110369571e+02 4.322528890034017302e+00
2.583100342033777110e+02 4.928694992892606486e+00
2.652733433184763499e+02 4.847365214718496240e+00
2.530413925707357805e+02 4.971370299207310772e+00
2.512898973042227624e+02 4.609665289159851298e+00
2.527520999238961394e+02 5.293505138284405831e+00
2.534082365060434654e+02 4.431879710320131061e+00
2.429577990955866653e+02 4.396256003672211143e+00
2.525996092584884991e+02 5.284592197817320702e+00
2.432576348665755859e+02 4.843697668115811261e+00
2.566883554583927776e+02 4.353120303359455434e+00
2.587274376127888900e+02 4.367433494846236997e+00
2.623903821025388083e+02 4.703660779270333769e+00
2.723426285387384951e+02 4.457406054039845245e+00
2.535552299540291301e+02 4.753694742481541446e+00
2.609673483845074884e+02 4.103331741348863915e+00
2.781486582431529087e+02 5.494863674374303564e+00
2.848945932396886747e+02 3.768289958968653597e+00
2.680550610255794481e+02 3.996088958601721419e+00
2.700883948471078497e+02 4.041846256606826060e+00
2.623379285657700279e+02 4.959821642246482476e+00
2.625715375514042194e+02 4.940703353824270394e+00
2.781879676017371708e+02 3.403591959254732568e+00
2.586098590423231371e+02 4.361216287445238926e+00
2.652147536438069437e+02 3.910517696967634294e+00
2.653491298543463586e+02 4.546851639567836223e+00
2.639475813243958555e+02 3.617556122519581585e+00
2.554325732111548177e+02 4.017999784576187672e+00
2.439019186346030779e+02 4.690437818630690536e+00
2.632407970877204093e+02 3.950784466756911417e+00
2.608708057852257980e+02 3.750519849704861741e+00
2.483052000631959118e+02 4.445532902509260254e+00
2.406658314847420286e+02 4.631255146100688336e+00
2.654375391808047198e+02 3.760613715170340488e+00
2.626292518298853906e+02 4.142525641533011616e+00
2.506775169251586419e+02 4.018308280121614118e+00
2.501053681647667588e+02 4.207698293546136448e+00
2.545264805350583686e+02 4.838121715213687501e+00
2.766011779944852833e+02 3.568200549877369010e+00
2.600316192213343811e+02 3.759124212954665811e+00
2.618759850583846855e+02 3.936839173732612718e+00
2.510428492612768707e+02 4.930466560151258726e+00
2.637017897233244526e+02 4.872439473672660171e+00
2.644900140693900426e+02 5.195940642321707159e+00
2.554433594401954792e+02 4.847643417592141901e+00
2.533275171459437729e+02 4.693074402964336755e+00
2.670472803197883991e+02 5.561208895922494122e+00
2.508880212161744794e+02 4.373567391569516793e+00
2.567633873404115548e+02 3.872837063114724643e+00
2.547309322016204192e+02 4.692217774802404762e+00
2.489172336062589181e+02 4.618712434503942532e+00
2.566978896023381935e+02 4.289506168810382825e+00
2.524676564356261963e+02 5.237671501920726058e+00
2.560301343958301459e+02 4.582509381249714409e+00
2.674071943627005226e+02 3.636492006408518218e+00
2.682992507249423966e+02 5.615284979464726156e+00
2.685193077694406725e+02 4.020928432070359548e+00
2.765597246755569358e+02 4.595255200676290563e+00
2.526235053964882411e+02 4.915474147922327397e+00
2.625004461880789108e+02 4.252332035179305691e+00
2.484295140769862655e+02 5.536157665771757053e+00
2.683601391390681101e+02 3.679454816171501719e+00
2.689073418188479536e+02 4.257859387608610824e+00
2.519949845209081900e+02 4.300614321894911996e+00
2.548318630640368099e+02 4.002853117344963074e+00
2.384474858791907366e+02 4.093010355152546964e+00
2.485164203052867720e+02 4.820268128764960913e+00
2.563547723875302040e+02 5.110085639318771911e+00
2.496396116809536068e+02 4.912660843596483140e+00
2.672487211921740595e+02 4.950104675910239393e+00
2.615213783568956956e+02 4.232811219993981133e+00
2.512605462682417965e+02 3.709077884628050548e+00
2.516835768816261236e+02 4.909938547065543446e+00
2.551953430107116958e+02 4.539270985245513756e+00
2.616404070272799345e+02 5.077130236267522356e+00
2.635028866153829767e+02 3.705529931574594649e+00
2.546521118677747211e+02 4.208444426805661109e+00
2.684454106517025025e+02 4.057560700019930522e+00
2.549286367520632268e+02 4.498148858425721208e+00
2.609548259754662922e+02 3.442851788423223702e+00
2.627363394640235583e+02 3.214907512645141630e+00
2.565105992704852724e+02 4.927785082452329490e+00
2.563812960126170992e+02 4.395083875046648103e+00
2.569131203126095215e+02 3.617171289459771621e+00
2.550911653302603099e+02 5.001842419717456245e+00
2.556679409354586028e+02 3.417783014091768212e+00
2.606676301078241522e+02 4.458929854379557689e+00
2.531670300354418259e+02 4.429482652152750610e+00
2.549378943432445794e+02 4.207107911603746864e+00
2.602254240763484177e+02 4.704017822371216795e+00
2.540033950425435876e+02 4.097825261816330666e+00
2.620527538741311560e+02 4.425777655046749359e+00
